-3.25909	-0.855993	
-3.25885	-1.94831	
-3.2586	-2.31137	
-3.25836	-1.1423	
-3.25812	0.714171	
-3.25787	1.85214	
-3.25763	1.95169	
-3.25738	1.85623	
-3.25714	2.26539	
-3.25689	2.82947	
-3.25665	2.62739	
-3.2564	1.34196	
-3.25616	-0.225043	
-3.25591	-0.913661	
-3.25567	-0.443708	
-3.25543	0.317996	
-3.25518	0.411393	
-3.25494	-0.166126	
-3.25469	-0.683193	
-3.25445	-0.658938	
-3.2542	-0.21654	
-3.25396	0.372942	
-3.25371	0.976926	
-3.25347	1.40976	
-3.25322	1.45427	
-3.25298	1.25201	
-3.25274	1.28849	
-3.25249	1.76465	
-3.25225	2.27178	
-3.252	2.30614	
-3.25176	1.85833	
-3.25151	1.28295	
-3.25127	0.824121	
-3.25102	0.514502	
-3.25078	0.340935	
-3.25053	0.232672	
-3.25029	0.0198675	
-3.25005	-0.335996	
-3.2498	-0.580243	
-3.24956	-0.503158	
-3.24931	-0.368751	
-3.24907	-0.704269	
-3.24882	-1.61157	
-3.24858	-2.50301	
-3.24833	-2.63282	
-3.24809	-1.83262	
-3.24785	-0.714246	
-3.2476	-0.172604	
-3.24736	-0.584858	
-3.24711	-1.40499	
-3.24687	-1.68034	
-3.24662	-1.11355	
-3.24638	-0.436177	
-3.24613	-0.468036	
-3.24589	-0.975944	
-3.24564	-0.93301	
-3.2454	0.03378	
-3.24516	0.97164	
-3.24491	0.742624	
-3.24467	-0.461473	
-3.24442	-1.24142	
-3.24418	-0.615897	
-3.24393	0.896742	
-3.24369	1.97171	
-3.24344	1.92151	
-3.2432	1.16518	
-3.24295	0.469762	
-3.24271	0.150447	
-3.24247	0.0802556	
-3.24222	0.113622	
-3.24198	0.205816	
-3.24173	0.254655	
-3.24149	0.115301	
-3.24124	-0.216151	
-3.241	-0.607791	
-3.24075	-0.957971	
-3.24051	-1.18552	
-3.24026	-1.12189	
-3.24002	-0.682111	
-3.23978	-0.133955	
-3.23953	0.128044	
-3.23929	0.139347	
-3.23904	0.328257	
-3.2388	0.78153	
-3.23855	0.979381	
-3.23831	0.561532	
-3.23806	-0.0679215	
-3.23782	-0.367831	
-3.23757	-0.528537	
-3.23733	-1.0637	
-3.23709	-1.73742	
-3.23684	-1.69	
-3.2366	-0.709991	
-3.23635	0.349605	
-3.23611	0.661784	
-3.23586	0.297261	
-3.23562	-0.265522	
-3.23537	-0.819894	
-3.23513	-1.18691	
-3.23489	-0.969129	
-3.23464	-0.226134	
-3.2344	0.106113	
-3.23415	-0.709179	
-3.23391	-1.9843	
-3.23366	-2.27965	
-3.23342	-1.1893	
-3.23317	0.345813	
-3.23293	1.47226	
-3.23268	2.27527	
-3.23244	3.00462	
-3.2322	3.34595	
-3.23195	2.97902	
-3.23171	2.24381	
-3.23146	1.67075	
-3.23122	1.24864	
-3.23097	0.688693	
-3.23073	0.0986942	
-3.23048	-0.157905	
-3.23024	-0.0985199	
-3.22999	-0.117176	
-3.22975	-0.41967	
-3.22951	-0.866919	
-3.22926	-1.31083	
-3.22902	-1.68875	
-3.22877	-1.80138	
-3.22853	-1.39123	
-3.22828	-0.554149	
-3.22804	0.184869	
-3.22779	0.35164	
-3.22755	-0.0071113	
-3.2273	-0.378797	
-3.22706	-0.288505	
-3.22682	0.217525	
-3.22657	0.62939	
-3.22633	0.647189	
-3.22608	0.67455	
-3.22584	1.25905	
-3.22559	2.07244	
-3.22535	2.07706	
-3.2251	0.984161	
-3.22486	-0.10817	
-3.22461	-0.100901	
-3.22437	0.626548	
-3.22413	0.908354	
-3.22388	0.574116	
-3.22364	0.521492	
-3.22339	1.07401	
-3.22315	1.35783	
-3.2229	0.653543	
-3.22266	-0.520864	
-3.22241	-1.20612	
-3.22217	-1.19595	
-3.22193	-0.831173	
-3.22168	-0.162479	
-3.22144	0.910263	
-3.22119	1.92917	
-3.22095	2.08258	
-3.2207	1.19936	
-3.22046	0.05642	
-3.22021	-0.433104	
-3.21997	-0.0695735	
-3.21972	0.62476	
-3.21948	1.00631	
-3.21924	0.86521	
-3.21899	0.520099	
-3.21875	0.404521	
-3.2185	0.577542	
-3.21826	0.753482	
-3.21801	0.753916	
-3.21777	0.644963	
-3.21752	0.430459	
-3.21728	0.0242463	
-3.21703	-0.374011	
-3.21679	-0.38776	
-3.21655	-0.181004	
-3.2163	-0.482947	
-3.21606	-1.47064	
-3.21581	-2.21333	
-3.21557	-1.87651	
-3.21532	-0.985335	
-3.21508	-0.659325	
-3.21483	-0.958762	
-3.21459	-1.02497	
-3.21434	-0.720815	
-3.2141	-0.908194	
-3.21386	-1.81788	
-3.21361	-2.32008	
-3.21337	-1.51225	
-3.21312	-0.152457	
-3.21288	0.386676	
-3.21263	0.0173034	
-3.21239	-0.194728	
-3.21214	0.228568	
-3.2119	0.60072	
-3.21166	0.315863	
-3.21141	-0.233634	
-3.21117	-0.381636	
-3.21092	-0.213666	
-3.21068	-0.308917	
-3.21043	-0.726396	
-3.21019	-0.806884	
-3.20994	-0.0767853	
-3.2097	0.983589	
-3.20945	1.35241	
-3.20921	0.632561	
-3.20897	-0.419746	
-3.20872	-0.718237	
-3.20848	-0.0914211	
-3.20823	0.591075	
-3.20799	0.550138	
-3.20774	-0.0385232	
-3.2075	-0.529171	
-3.20725	-0.764993	
-3.20701	-1.07682	
-3.20676	-1.49312	
-3.20652	-1.51919	
-3.20628	-0.832514	
-3.20603	0.200752	
-3.20579	0.918011	
-3.20554	1.02843	
-3.2053	0.725236	
-3.20505	0.350481	
-3.20481	0.139416	
-3.20456	0.142473	
-3.20432	0.211251	
-3.20407	0.141358	
-3.20383	-0.0714985	
-3.20359	-0.246971	
-3.20334	-0.35922	
-3.2031	-0.598341	
-3.20285	-0.876855	
-3.20261	-0.565366	
-3.20236	0.809923	
-3.20212	2.66632	
-3.20187	3.68278	
-3.20163	3.19616	
-3.20138	1.87241	
-3.20114	0.762796	
-3.2009	0.160984	
-3.20065	-0.169023	
-3.20041	-0.10601	
-3.20016	0.646485	
-3.19992	1.5784	
-3.19967	1.52752	
-3.19943	0.183865	
-3.19918	-1.29665	
-3.19894	-1.70162	
-3.1987	-1.14824	
-3.19845	-0.418578	
-3.19821	0.420409	
-3.19796	1.69537	
-3.19772	2.80996	
-3.19747	2.57652	
-3.19723	1.03698	
-3.19698	-0.217819	
-3.19674	-0.0160356	
-3.19649	1.05762	
-3.19625	1.81952	
-3.19601	2.0367	
-3.19576	2.07866	
-3.19552	1.87375	
-3.19527	1.20175	
-3.19503	0.448581	
-3.19478	0.0637827	
-3.19454	-0.281528	
-3.19429	-0.966571	
-3.19405	-1.29358	
-3.1938	-0.339752	
-3.19356	1.28939	
-3.19332	1.95035	
-3.19307	1.27915	
-3.19283	0.61977	
-3.19258	0.81985	
-3.19234	1.02289	
-3.19209	0.320857	
-3.19185	-0.695813	
-3.1916	-1.0243	
-3.19136	-0.846761	
-3.19111	-0.878658	
-3.19087	-0.884773	
-3.19063	-0.134009	
-3.19038	1.08912	
-3.19014	1.69502	
-3.18989	1.38883	
-3.18965	0.949615	
-3.1894	0.880594	
-3.18916	0.777255	
-3.18891	0.221915	
-3.18867	-0.519086	
-3.18843	-0.951413	
-3.18818	-0.896178	
-3.18794	-0.412123	
-3.18769	0.281701	
-3.18745	0.708424	
-3.1872	0.496728	
-3.18696	-0.0789126	
-3.18671	-0.417214	
-3.18647	-0.426984	
-3.18622	-0.462366	
-3.18598	-0.473836	
-3.18574	0.0286397	
-3.18549	1.04798	
-3.18525	1.8575	
-3.185	1.90544	
-3.18476	1.35845	
-3.18451	0.611574	
-3.18427	-0.0715799	
-3.18402	-0.314668	
-3.18378	0.161078	
-3.18353	0.848381	
-3.18329	0.846772	
-3.18305	0.284655	
-3.1828	0.389314	
-3.18256	1.60271	
-3.18231	2.63958	
-3.18207	2.27051	
-3.18182	1.16438	
-3.18158	0.855433	
-3.18133	1.51801	
-3.18109	2.03352	
-3.18084	1.91937	
-3.1806	1.83374	
-3.18036	2.13705	
-3.18011	2.22405	
-3.17987	1.66331	
-3.17962	1.00984	
-3.17938	0.939037	
-3.17913	1.23356	
-3.17889	1.15088	
-3.17864	0.398992	
-3.1784	-0.607938	
-3.17815	-1.16982	
-3.17791	-0.816476	
-3.17767	0.230507	
-3.17742	1.02915	
-3.17718	0.831115	
-3.17693	0.142508	
-3.17669	0.294487	
-3.17644	1.69903	
-3.1762	3.11011	
-3.17595	3.05525	
-3.17571	1.5722	
-3.17547	0.0261796	
-3.17522	-0.518807	
-3.17498	-0.233827	
-3.17473	0.0493379	
-3.17449	-0.137063	
-3.17424	-0.562016	
-3.174	-0.737715	
-3.17375	-0.507301	
-3.17351	-0.136285	
-3.17326	0.149259	
-3.17302	0.488219	
-3.17278	1.02436	
-3.17253	1.43647	
-3.17229	1.27389	
-3.17204	0.688887	
-3.1718	0.287338	
-3.17155	0.181063	
-3.17131	-0.188458	
-3.17106	-1.01509	
-3.17082	-1.54735	
-3.17057	-1.08651	
-3.17033	-0.148589	
-3.17009	0.0573346	
-3.16984	-0.787302	
-3.1696	-1.65789	
-3.16935	-1.45901	
-3.16911	-0.343522	
-3.16886	0.489325	
-3.16862	0.139872	
-3.16837	-1.0896	
-3.16813	-2.15803	
-3.16788	-2.44871	
-3.16764	-2.2017	
-3.1674	-1.79555	
-3.16715	-1.08684	
-3.16691	0.0964461	
-3.16666	1.1485	
-3.16642	1.13809	
-3.16617	0.102763	
-3.16593	-0.856587	
-3.16568	-1.02901	
-3.16544	-0.944492	
-3.1652	-1.35326	
-3.16495	-2.01282	
-3.16471	-2.15544	
-3.16446	-1.72976	
-3.16422	-1.40307	
-3.16397	-1.45948	
-3.16373	-1.36948	
-3.16348	-0.538604	
-3.16324	0.939036	
-3.16299	2.33925	
-3.16275	2.86087	
-3.16251	2.17429	
-3.16226	0.671288	
-3.16202	-0.863329	
-3.16177	-1.91806	
-3.16153	-2.40731	
-3.16128	-2.19716	
-3.16104	-1.07057	
-3.16079	0.558041	
-3.16055	1.57237	
-3.1603	1.39537	
-3.16006	0.784159	
-3.15982	0.727486	
-3.15957	1.07376	
-3.15933	1.07176	
-3.15908	0.760135	
-3.15884	0.73016	
-3.15859	0.827529	
-3.15835	0.353817	
-3.1581	-0.509692	
-3.15786	-0.827413	
-3.15761	-0.619285	
-3.15737	-1.00358	
-3.15713	-2.14507	
-3.15688	-2.53298	
-3.15664	-1.24614	
-3.15639	0.324764	
-3.15615	0.32656	
-3.1559	-0.886433	
-3.15566	-1.45335	
-3.15541	-0.870789	
-3.15517	-0.483859	
-3.15492	-1.09781	
-3.15468	-1.71016	
-3.15444	-1.19417	
-3.15419	0.00656998	
-3.15395	0.748132	
-3.1537	0.912656	
-3.15346	1.2239	
-3.15321	1.73133	
-3.15297	1.55156	
-3.15272	0.252396	
-3.15248	-1.29622	
-3.15224	-1.88689	
-3.15199	-1.40139	
-3.15175	-0.833029	
-3.1515	-1.03232	
-3.15126	-1.84675	
-3.15101	-2.54407	
-3.15077	-2.70289	
-3.15052	-2.44905	
-3.15028	-2.07303	
-3.15003	-1.76218	
-3.14979	-1.59546	
-3.14955	-1.44127	
-3.1493	-0.915449	
-3.14906	0.139663	
-3.14881	1.1116	
-3.14857	1.06158	
-3.14832	-0.084827	
-3.14808	-1.27641	
-3.14783	-1.61621	
-3.14759	-1.45763	
-3.14734	-1.68532	
-3.1471	-2.21508	
-3.14686	-1.9662	
-3.14661	-0.418814	
-3.14637	1.43245	
-3.14612	2.06431	
-3.14588	1.08799	
-3.14563	-0.417757	
-3.14539	-1.14225	
-3.14514	-0.811265	
-3.1449	-0.148273	
-3.14465	0.190146	
-3.14441	0.308792	
-3.14417	0.617674	
-3.14392	1.01895	
-3.14368	0.986664	
-3.14343	0.41237	
-3.14319	-0.122962	
-3.14294	-0.113322	
-3.1427	0.244198	
-3.14245	0.477761	
-3.14221	0.535411	
-3.14196	0.639937	
-3.14172	0.709873	
-3.14148	0.432824	
-3.14123	-0.149958	
-3.14099	-0.580437	
-3.14074	-0.556979	
-3.1405	-0.252413	
-3.14025	-0.019412	
-3.14001	-0.0423679	
-3.13976	-0.308511	
-3.13952	-0.686227	
-3.13928	-0.992769	
-3.13903	-1.14882	
-3.13879	-1.2402	
-3.13854	-1.28198	
-3.1383	-1.04538	
-3.13805	-0.35774	
-3.13781	0.521795	
-3.13756	1.09489	
-3.13732	1.14596	
-3.13707	0.86214	
-3.13683	0.538641	
-3.13659	0.400486	
-3.13634	0.574129	
-3.1361	0.942615	
-3.13585	1.15654	
-3.13561	1.08875	
-3.13536	1.10948	
-3.13512	1.54697	
-3.13487	2.06961	
-3.13463	2.0866	
-3.13438	1.63099	
-3.13414	1.28172	
-3.1339	1.24552	
-3.13365	1.12974	
-3.13341	0.724886	
-3.13316	0.422345	
-3.13292	0.616114	
-3.13267	1.13318	
-3.13243	1.49486	
-3.13218	1.42908	
-3.13194	1.00919	
-3.13169	0.591226	
-3.13145	0.591934	
-3.13121	0.923177	
-3.13096	0.775004	
-3.13072	-0.408908	
-3.13047	-1.83017	
-3.13023	-2.07252	
-3.12998	-1.03413	
-3.12974	-0.125841	
-3.12949	-0.230508	
-3.12925	-0.571202	
-3.12901	-0.229134	
-3.12876	0.332324	
-3.12852	0.259549	
-3.12827	-0.104116	
-3.12803	0.0933371	
-3.12778	0.559097	
