PPM,AMP
-0.800445556640625,8.309535967573889e-07
-0.800048828125,8.313358195359902e-07
-0.799652099609375,8.317182432168203e-07
-0.79925537109375,8.321008679408257e-07
-0.798858642578125,8.324836938702028e-07
-0.7984619140625,8.32866721113372e-07
-0.798065185546875,8.332499498427213e-07
-0.79766845703125,8.336333801619005e-07
-0.797271728515625,8.34017012271487e-07
-0.796875,8.344008462400025e-07
-0.796478271484375,8.347848822643378e-07
-0.79608154296875,8.351691204416378e-07
-0.795684814453125,8.355535609579513e-07
-0.7952880859375,8.359382039177955e-07
-0.794891357421875,8.363230494809817e-07
-0.79449462890625,8.36708097780867e-07
-0.794097900390625,8.370933489705405e-07
-0.793701171875,8.374788031772877e-07
-0.793304443359375,8.378644605650399e-07
-0.79290771484375,8.382503212472046e-07
-0.792510986328125,8.38636385384027e-07
-0.7921142578125,8.39022653118188e-07
-0.791717529296875,8.394091245871645e-07
-0.79132080078125,8.397957999314691e-07
-0.790924072265625,8.401826792996375e-07
-0.79052734375,8.405697628304475e-07
-0.790130615234375,8.409570506765548e-07
-0.78973388671875,8.413445429619922e-07
-0.789337158203125,8.417322398461373e-07
-0.7889404296875,8.421201414653828e-07
-0.788543701171875,8.425082479652287e-07
-0.78814697265625,8.428965594783813e-07
-0.787750244140625,8.432850761852517e-07
-0.787353515625,8.436737981842857e-07
-0.786956787109375,8.440627256448355e-07
-0.78656005859375,8.444518587022096e-07
-0.786163330078125,8.4484119750451e-07
-0.7857666015625,8.452307422037418e-07
-0.785369873046875,8.456204929235041e-07
-0.78497314453125,8.460104498249094e-07
-0.784576416015625,8.464006130504218e-07
-0.7841796875,8.467909827477096e-07
-0.783782958984375,8.471815590507803e-07
-0.78338623046875,8.475723421161926e-07
-0.782989501953125,8.479633320848928e-07
-0.7825927734375,8.483545290978271e-07
-0.782196044921875,8.487459333117713e-07
-0.78179931640625,8.491375448702737e-07
-0.781402587890625,8.49529363893247e-07
-0.781005859375,8.49921390575414e-07
-0.780609130859375,8.503136250230265e-07
-0.78021240234375,8.50706067391559e-07
-0.779815673828125,8.510987178323662e-07
-0.7794189453125,8.514915764922491e-07
-0.779022216796875,8.518846435136718e-07
-0.77862548828125,8.522779190447364e-07
-0.778228759765625,8.526714032422184e-07
-0.77783203125,8.530650962396916e-07
-0.777435302734375,8.534589981874265e-07
-0.77703857421875,8.538531092326575e-07
-0.776641845703125,8.542474295321605e-07
-0.7762451171875,8.546419592117029e-07
-0.775848388671875,8.550366984434558e-07
-0.77545166015625,8.55431647355789e-07
-0.775054931640625,8.558268061273789e-07
-0.774658203125,8.562221748696815e-07
-0.774261474609375,8.566177537453271e-07
-0.77386474609375,8.570135428976472e-07
-0.773468017578125,8.574095424914406e-07
-0.7730712890625,8.57805752665702e-07
-0.772674560546875,8.582021735641966e-07
-0.77227783203125,8.58598805335677e-07
-0.771881103515625,8.589956481479775e-07
-0.771484375,8.593927021190596e-07
-0.771087646484375,8.597899674180585e-07
-0.77069091796875,8.601874441956786e-07
-0.770294189453125,8.605851325985039e-07
-0.7698974609375,8.609830327817921e-07
-0.769500732421875,8.613811448739128e-07
-0.76910400390625,8.617794690472542e-07
-0.768707275390625,8.621780054440635e-07
-0.768310546875,8.625767542016008e-07
-0.767913818359375,8.629757155091677e-07
-0.76751708984375,8.633748894675951e-07
-0.767120361328125,8.637742762637995e-07
-0.7667236328125,8.641738760335228e-07
-0.766326904296875,8.645736889422145e-07
-0.76593017578125,8.649737151043661e-07
-0.765533447265625,8.653739547131827e-07
-0.76513671875,8.657744078985515e-07
-0.764739990234375,8.66175074810743e-07
-0.76434326171875,8.665759556210611e-07
-0.763946533203125,8.66977050457008e-07
-0.7635498046875,8.673783594892372e-07
-0.763153076171875,8.677798828582613e-07
-0.76275634765625,8.681816207163021e-07
-0.762359619140625,8.685835732140639e-07
-0.761962890625,8.689857405276211e-07
-0.761566162109375,8.693881227699474e-07
-0.76116943359375,8.697907201305616e-07
-0.760772705078125,8.701935327272078e-07
-0.7603759765625,8.705965607459353e-07
-0.759979248046875,8.709998043276903e-07
-0.75958251953125,8.714032636153706e-07
-0.759185791015625,8.718069387757266e-07
-0.7587890625,8.722108299568602e-07
-0.758392333984375,8.726149373122945e-07
-0.75799560546875,8.730192609985882e-07
-0.757598876953125,8.734238011649277e-07
-0.7572021484375,8.738285579780632e-07
-0.756805419921875,8.742335315730862e-07
-0.75640869140625,8.746387221258544e-07
-0.756011962890625,8.75044129769291e-07
-0.755615234375,8.754497546684115e-07
-0.755218505859375,8.758555969715347e-07
-0.75482177734375,8.762616568566868e-07
-0.754425048828125,8.766679344515867e-07
-0.7540283203125,8.770744299173468e-07
-0.753631591796875,8.774811434176816e-07
-0.75323486328125,8.778880751037291e-07
-0.752838134765625,8.782952251335657e-07
-0.75244140625,8.787025936646178e-07
-0.752044677734375,8.791101808469388e-07
-0.75164794921875,8.79517986841858e-07
-0.751251220703125,8.799260117992123e-07
-0.7508544921875,8.803342558785961e-07
-0.750457763671875,8.80742719245025e-07
-0.75006103515625,8.81151402035759e-07
-0.749664306640625,8.81560304433161e-07
-0.749267578125,8.819694265792613e-07
-0.748870849609375,8.823787686286673e-07
-0.74847412109375,8.82788330732083e-07
-0.748077392578125,8.831981130634145e-07
-0.7476806640625,8.836081157755343e-07
-0.747283935546875,8.840183390293379e-07
-0.74688720703125,8.844287829744453e-07
-0.746490478515625,8.848394477713184e-07
-0.74609375,8.852503335684929e-07
-0.745697021484375,8.856614405474642e-07
-0.74530029296875,8.860727688515639e-07
-0.744903564453125,8.86484318641037e-07
-0.7445068359375,8.868960900841518e-07
-0.744110107421875,8.873080833194692e-07
-0.74371337890625,8.877202985221964e-07
-0.743316650390625,8.881327358467236e-07
-0.742919921875,8.885453954634876e-07
-0.742523193359375,8.889582775038936e-07
-0.74212646484375,8.893713821596285e-07
-0.741729736328125,8.897847095592788e-07
-0.7413330078125,8.901982598943144e-07
-0.740936279296875,8.906120332998271e-07
-0.74053955078125,8.91026029949506e-07
-0.740142822265625,8.914402499899353e-07
-0.73974609375,8.918546935872147e-07
-0.739349365234375,8.922693609206712e-07
-0.73895263671875,8.926842521279985e-07
-0.738555908203125,8.930993673865722e-07
-0.7381591796875,8.935147068442773e-07
-0.737762451171875,8.93930270669599e-07
-0.73736572265625,8.943460590243001e-07
-0.736968994140625,8.947620720545311e-07
-0.736572265625,8.95178309931596e-07
-0.736175537109375,8.955947728248471e-07
-0.73577880859375,8.960114609055884e-07
-0.735382080078125,8.96428374314983e-07
-0.7349853515625,8.968455132202149e-07
-0.734588623046875,8.972628777771923e-07
-0.73419189453125,8.976804681728318e-07
-0.733795166015625,8.980982845456943e-07
-0.7333984375,8.985163270709869e-07
-0.733001708984375,8.989345959093883e-07
-0.73260498046875,8.993530912122533e-07
-0.732208251953125,8.997718131619446e-07
-0.7318115234375,9.001907619117684e-07
-0.731414794921875,9.006099376119951e-07
-0.73101806640625,9.010293404686232e-07
-0.730621337890625,9.014489705957106e-07
-0.730224609375,9.018688282005569e-07
-0.729827880859375,9.022889134006895e-07
-0.72943115234375,9.027092263997217e-07
-0.729034423828125,9.031297673372986e-07
-0.7286376953125,9.035505363975179e-07
-0.728240966796875,9.039715337356372e-07
-0.72784423828125,9.043927595240447e-07
-0.727447509765625,9.048142139153961e-07
-0.72705078125,9.052358970892353e-07
-0.726654052734375,9.056578091886768e-07
-0.72625732421875,9.060799504032394e-07
-0.725860595703125,9.065023208909995e-07
-0.7254638671875,9.069249208098172e-07
-0.725067138671875,9.073477503242743e-07
-0.72467041015625,9.077708096306113e-07
-0.724273681640625,9.081940988597999e-07
-0.723876953125,9.086176181876977e-07
-0.723480224609375,9.090413677940654e-07
-0.72308349609375,9.094653478259208e-07
-0.722686767578125,9.098895584654099e-07
-0.7222900390625,9.103139998740788e-07
-0.721893310546875,9.107386722204125e-07
-0.72149658203125,9.111635756618372e-07
